id;host_is_superhost;host_identity_verified;neighbourhood_cleansed;property_type;room_type;accommodates;bathrooms;bedrooms;beds;price;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable
18424456;0;0;el Fort Pienc;Entire rental unit;Entire home/apt;5;2;3;6;225;3;60.9;132;26;4;4.27;4.36;4.32;4.19;4.38;4.66;4.22;0
18196081;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire serviced apartment;Entire home/apt;6;2;2;3;170;1;365;107;30;1;4.57;4.65;4.49;4.77;4.82;4.87;4.39;1
18197251;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;2;1;1;1;61;67.3;365;12;1;0;4.75;4.67;4.83;5;4.92;5;4.67;0
18231716;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;4;1;2;3;65;32;1125;1;1;0;4;4;3;3;4;4;3;0
18438898;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;4;1;1;3;165;2.4;1125;36;0;0;4.44;4.22;4.72;4.57;4.4;4.49;4.47;1
18439708;0;0;el Fort Pienc;Entire rental unit;Entire home/apt;5;2;3;6;228;3;41.5;77;24;1;4.21;4.36;4.57;4.01;4.52;4.71;4.11;0
18441918;0;0;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;3;1;2;2;70;32;330;12;2;0;4.83;4.83;4.58;4.92;4.92;4.92;4.5;0
18443653;0;0;el Fort Pienc;Entire rental unit;Entire home/apt;6;2;3;6;217;2.9;88.1;133;22;2;4.43;4.49;4.53;4.39;4.76;4.77;4.38;0
18454432;0;0;el Fort Pienc;Entire rental unit;Entire home/apt;6;2;3;6;240;2.9;101.2;107;24;2;4.42;4.51;4.44;4.5;4.65;4.87;4.46;0
18458853;0;0;el Fort Pienc;Entire rental unit;Entire home/apt;5;2;3;6;230;3;41;153;25;2;4.22;4.31;4.36;4.28;4.64;4.76;4.22;0
18459019;0;0;el Fort Pienc;Entire rental unit;Entire home/apt;6;2;4;8;255;2.9;76.6;101;26;2;4.3;4.38;4.47;4.41;4.67;4.74;4.38;0
18499256;1;1;Can Baró;Private room in rental unit;Private room;1;1;1;1;60;1;1125;212;53;1;4.83;4.92;4.86;4.89;4.92;4.81;4.81;1
18249861;1;1;Sant Antoni;Entire rental unit;Entire home/apt;2;1;1;4;186;2;1125;69;21;0;4.93;4.97;4.91;4.96;4.94;4.82;4.7;1
18269758;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;6;1;2;3;115;1.9;365;171;27;0;4.3;4.46;4.4;4.78;4.75;4.64;4.13;1
18762580;0;1;el Poble Sec;Entire rental unit;Entire home/apt;2;1;1;1;76;2.3;365;280;45;3;4.61;4.78;4.69;4.73;4.71;4.78;4.51;1
18765714;0;1;Sant Martí de Provençals;Entire rental unit;Entire home/apt;6;2;3;4;101;3;1125;200;43;3;4.59;4.72;4.67;4.95;4.94;4.72;4.46;1
18521609;1;1;la Teixonera;Private room in townhouse;Private room;1;1;1;1;27;30.9;1125;140;4;1;4.96;4.97;4.94;4.99;4.99;4.76;4.9;0
18530629;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;4;1;1;3;165;2.4;1125;38;0;0;4.58;4.63;4.32;4.58;4.5;4.71;4.37;1
18531999;0;1;la Barceloneta;Entire loft;Entire home/apt;2;1;0;2;94;2.1;1125;110;29;1;4.53;4.62;4.62;4.75;4.81;4.9;4.34;0
18532548;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;1;1;2;84;2.1;1125;113;21;0;4.46;4.65;4.74;4.66;4.75;4.88;4.41;0
18782153;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;7;2;3;5;489;3;1125;297;52;0;4.87;4.9;4.9;4.96;4.93;4.87;4.76;0
18787543;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;6;2;3;4;143;3;999;32;28;3;4.84;4.84;4.88;4.91;4.91;4.94;4.84;1
18799316;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;2;1;1;1;73;32;1125;1;0;0;5;3;4;3;4;4;2;0
18800050;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;0;3;3;76;1.7;999;131;2;0;4.66;4.76;4.82;4.81;4.82;4.78;4.67;1
18801690;1;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;4;1;2;4;130;28;1125;38;5;0;4.53;4.63;4.47;4.71;4.71;4.45;4.47;0
18549740;1;1;el Poble Sec;Entire condo;Entire home/apt;6;1;3;4;75;32;183;22;3;0;4.86;4.77;4.91;5;5;5;4.73;0
18555510;0;1;el Poblenou;Private room in rental unit;Private room;2;1;1;1;56;1;365;4;4;0;4.5;4;3.75;4.75;4.75;4.5;4.25;1
18557074;0;1;la Dreta de l'Eixample;Entire condo;Entire home/apt;5;2;3;4;104;32;1125;25;3;1;4.76;4.63;4.76;4.96;5;4.71;4.54;0
18559064;0;1;el Raval;Entire serviced apartment;Entire home/apt;2;1;0;2;105;3;6;72;2;0;4.58;4.72;4.75;4.5;4.79;4.76;4.54;1
18564914;1;1;la Dreta de l'Eixample;Entire serviced apartment;Entire home/apt;14;5;6;12;393;2.6;99;152;33;2;4.8;4.78;4.78;4.8;4.88;4.95;4.62;1
18801691;0;1;el Raval;Entire rental unit;Entire home/apt;4;1.5;2;3;60;32;1125;13;2;0;4.77;4.77;4.69;4.85;5;4.77;4.54;0
18819367;1;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;4;2;2;3;154;2.7;365;357;59;3;4.79;4.76;4.89;4.8;4.81;4.72;4.69;1
18819486;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;5;1;2;4;167;2.8;365;117;27;3;4.86;4.9;4.85;4.78;4.83;4.95;4.76;1
18819488;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;2;3;159;2.8;7;205;44;5;4.9;4.91;4.91;4.86;4.86;4.97;4.79;1
18819497;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;5;2;2;4;167;2.8;365;311;43;3;4.89;4.89;4.92;4.84;4.83;4.91;4.77;1
18838659;0;1;Sant Antoni;Entire rental unit;Entire home/apt;4;1;2;2;79;32;1125;2;0;0;5;5;5;5;5;5;4.5;0
18572961;0;1;el Barri Gòtic;Entire serviced apartment;Entire home/apt;4;1;0;3;118;3;6;983;196;10;4.55;4.62;4.62;4.52;4.71;4.75;4.48;1
18573859;0;1;les Corts;Entire rental unit;Entire home/apt;4;1;3;4;173;1.4;908.4;23;0;0;4.74;4.83;4.87;4.95;4.96;4.91;4.64;0
18580179;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;5;1;3;5;152;6.7;1125;73;23;2;4.64;4.68;4.68;4.77;4.75;4.86;4.48;1
18580775;0;1;les Corts;Entire rental unit;Entire home/apt;7;2;3;5;114;4;1125;153;11;2;4.66;4.72;4.66;4.64;4.64;4.56;4.52;1
18580791;0;1;les Corts;Entire rental unit;Entire home/apt;4;1;1;2;98;4;1125;92;14;0;4.5;4.62;4.65;4.54;4.73;4.48;4.34;1
18869363;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;10;4;4;7;353;2.5;999;69;18;1;4.71;4.72;4.62;4.64;4.77;4.96;4.65;1
18869678;1;1;Sants;Private room in rental unit;Private room;1;1;1;1;65;32;120;186;5;0;4.9;4.94;4.99;4.97;4.98;4.9;4.82;0
18871225;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;6;2;2;4;161;2.5;999;35;17;2;4.83;4.86;4.91;4.77;4.86;4.77;4.54;1
18871228;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;6;2;2;4;161;2.5;999;63;25;1;4.71;4.79;4.89;4.68;4.76;4.81;4.52;1
18873107;0;1;la Dreta de l'Eixample;Private room in rental unit;Private room;1;2;1;1;21;35;190;18;6;0;4.56;4.83;4.28;4.67;4.89;4.94;4.33;0
18874540;0;1;la Dreta de l'Eixample;Private room in rental unit;Private room;1;2;1;1;19;35;190;18;7;2;4.56;4.61;4.56;4.94;4.94;4.89;4.28;0
18887616;1;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;6;2;3;6;123;4.1;1124;359;52;3;4.98;4.98;4.99;4.99;5;4.89;4.94;0
18889879;0;1;el Raval;Entire condo;Entire home/apt;4;1;2;3;41;31.3;1125;9;2;0;3.78;3.89;3.67;4;4.22;4;3.78;0
18594748;1;1;el Camp d'en Grassot i Gràcia Nova;Entire rental unit;Entire home/apt;2;1;1;1;52;32;300;20;5;0;4.9;4.95;4.95;5;4.95;4.95;4.85;0
18614711;1;1;el Camp de l'Arpa del Clot;Private room in rental unit;Private room;3;1;1;2;72;7.8;1125;138;36;1;4.9;4.87;4.9;4.96;4.99;4.83;4.82;0
18615356;1;1;el Camp de l'Arpa del Clot;Private room in rental unit;Private room;2;1;1;2;65;7.9;1125;117;37;2;4.79;4.67;4.79;4.92;4.91;4.83;4.67;0
18903875;1;1;el Raval;Entire rental unit;Entire home/apt;2;1;1;1;99;32;360;16;9;0;4.94;4.94;4.88;5;5;4.94;4.75;0
18912000;1;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;4;1;2;4;127;28;1125;49;6;0;4.82;4.8;4.86;4.94;4.88;4.6;4.53;0
18913927;0;1;la Barceloneta;Private room in rental unit;Private room;2;1;1;1;30;4;60;156;25;1;4.31;4.35;4.12;4.72;4.79;4.87;4.34;0
18918136;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;6;2;2;4;161;2.5;999;34;12;0;4.59;4.47;4.53;4.29;4.47;4.65;4.41;1
18918143;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;10;3;4;7;337;2.5;999;96;24;0;4.61;4.59;4.53;4.51;4.57;4.78;4.51;1
18918145;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;6;2;2;4;164;2.5;999;105;37;1;4.7;4.8;4.77;4.43;4.72;4.87;4.59;1
18918147;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;10;3;4;7;337;2.5;999;83;24;1;4.64;4.65;4.58;4.75;4.77;4.88;4.5;1
18643014;0;0;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;1;2;3;100;4.1;1125;240;42;2;4.66;4.62;4.65;4.86;4.78;4.89;4.44;0
18918149;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;10;2;4;9;367;2.5;999;114;35;1;4.69;4.82;4.66;4.73;4.68;4.96;4.61;1
18918151;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;10;2;4;8;331;2.5;999;62;22;2;4.65;4.74;4.66;4.66;4.66;4.81;4.48;1
18918152;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;1;2;4;176;2.5;999;112;35;7;4.71;4.79;4.64;4.51;4.72;4.95;4.63;1
18918153;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;8;2;3;6;177;2.5;999;30;9;1;4.6;4.55;4.59;4.72;4.38;4.66;4.38;1
18918155;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;1;3;148;2.5;365;27;11;0;4.7;4.78;4.81;4.63;4.85;5;4.44;1
18918159;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;8;2;3;6;194;2.5;999;41;13;0;4.29;4.46;4.49;4.34;4.63;4.49;4.32;1
18918161;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;6;1;2;4;131;2.5;999;39;7;1;4.54;4.69;4.56;4.69;4.62;4.9;4.41;1
18918162;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;8;2;3;6;276;2.5;999;31;9;0;4.84;4.81;4.81;4.35;4.77;5;4.65;1
18918163;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;8;2;3;6;276;2.5;999;97;12;0;4.69;4.85;4.77;4.66;4.63;4.97;4.53;1
18666614;0;1;el Barri Gòtic;Entire rental unit;Entire home/apt;5;2;3;5;155;3;30;241;50;2;4.45;4.65;4.46;4.49;4.57;4.91;4.43;1
18667060;1;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;4;1.5;2;4;132;31.4;600;13;2;0;5;4.69;4.69;5;4.92;4.92;4.54;0
18672570;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;5;2;2;3;138;3;1125;292;47;4;4.85;4.87;4.87;4.96;4.96;4.88;4.7;0
18918165;0;1;el Besòs i el Maresme;Entire rental unit;Entire home/apt;8;2;3;5;206;2.5;999;46;4;1;4.54;4.76;4.59;4.5;4.65;4.54;4.48;1
18918166;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;8;2;3;6;224;2.5;999;110;35;3;4.79;4.87;4.82;4.65;4.66;4.93;4.68;1
18918168;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;1;2;139;2.5;999;55;16;0;4.8;4.95;4.96;4.55;4.69;4.98;4.55;1
18918169;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;2;2;4;199;2.5;999;74;29;3;4.73;4.89;4.8;4.55;4.69;4.96;4.66;1
18918171;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;1;2;137;2.5;999;106;42;4;4.75;4.82;4.85;4.55;4.7;4.96;4.54;1
18918172;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;2;2;2;199;2.5;999;97;27;3;4.77;4.88;4.88;4.49;4.68;4.95;4.6;1
18918174;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;1;2;139;2.5;999;36;10;1;4.67;4.69;4.86;4.58;4.56;4.94;4.58;1
18918176;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;8;2;3;3;276;2.5;999;50;19;0;4.68;4.84;4.9;4.66;4.68;5;4.7;1
18918177;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;1;2;3;216;2.5;365;62;19;0;4.74;4.84;4.87;4.52;4.82;4.94;4.6;1
18918178;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;8;2;3;6;276;2.5;999;80;7;1;4.54;4.63;4.73;4.46;4.54;4.94;4.48;1
18678273;1;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;6;1.5;4;5;173;3.4;30;178;18;0;4.6;4.7;4.74;4.8;4.81;4.69;4.42;0
18679493;0;1;el Raval;Private room in rental unit;Private room;1;1;1;1;56;31;360;19;0;0;5;5;4.84;5;5;5;4.89;0
18679582;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;6;1;3;3;190;4;1125;141;45;1;4.7;4.77;4.49;4.79;4.84;4.98;4.43;0
18703222;0;1;la Vila de Gràcia;Entire serviced apartment;Entire home/apt;5;1;2;3;90;3;1125;153;51;3;4.67;4.72;4.64;4.77;4.77;4.82;4.53;1
18711519;1;1;el Barri Gòtic;Private room in rental unit;Private room;2;1.5;1;1;33;31;1125;188;6;1;4.87;4.89;4.8;4.9;4.95;4.95;4.79;0
18725178;0;1;Sant Antoni;Entire rental unit;Entire home/apt;2;1;1;1;58;32;1125;9;1;0;4.33;4.22;3.89;3.88;4.25;4.88;4.25;0
18747430;0;1;el Parc i la Llacuna del Poblenou;Entire rental unit;Entire home/apt;4;1;2;2;129;3.7;365;171;30;1;4.68;4.74;4.61;4.85;4.88;4.63;4.58;1
18918181;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;2;2;4;199;2.5;999;57;17;2;4.79;4.91;4.82;4.72;4.75;4.98;4.72;1
18918183;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;1;1;149;2.5;365;65;21;3;4.66;4.74;4.71;4.42;4.52;4.92;4.52;1
18918186;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;1;2;148;2.5;999;120;40;3;4.76;4.84;4.88;4.6;4.68;4.98;4.59;1
18918190;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;1;2;137;2.5;999;75;25;2;4.79;4.73;4.88;4.64;4.79;4.95;4.63;1
18919038;1;1;el Raval;Entire rental unit;Entire home/apt;2;1;1;1;50;31;180;24;5;1;4.96;5;4.88;5;5;5;4.79;1
18920807;0;1;la Nova Esquerra de l'Eixample;Private room in rental unit;Private room;1;1.5;1;1;65;4;30;1;0;0;4;3;4;5;5;5;4;0
18922636;0;1;el Carmel;Private room in rental unit;Private room;1;0.5;1;1;35;2;7;12;5;1;4.58;4.5;4.42;4.55;4.5;4.36;4.27;0
18923376;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;6;1;3;3;186;3;32;7;0;0;4;4.29;3.71;4.2;3.8;4.2;3.4;1
18937523;0;1;el Besòs i el Maresme;Entire rental unit;Entire home/apt;5;1.5;2;4;42;3;32;43;18;0;4.65;4.67;4.77;4.81;4.91;4.72;4.58;0
18748070;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;5;1;3;4;86;2;1125;22;4;0;3.95;4.23;4.45;4.32;4.5;4.91;4.14;1
18748076;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;9;2;3;5;104;2;1125;64;2;0;4.2;4.34;4.53;4.38;4.52;4.75;4.25;1
18748079;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;9;2;3;5;104;2;1125;62;10;0;4.26;4.4;4.56;4.56;4.53;4.81;4.37;1
18748083;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;9;2;3;5;104;2;1125;19;0;0;3.89;4;4.37;4.21;4.47;4.58;4.11;1
18748088;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;8;1;3;4;94;2;1125;10;2;0;4;3.6;4.6;4;4.1;4.7;4.1;1
19513173;0;1;el Fort Pienc;Entire rental unit;Entire home/apt;8;2;4;7;286;3.8;365;87;25;1;4.56;4.74;4.53;4.79;4.87;4.57;4.53;1
19536690;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;9;2;4;9;151;4.9;1125;104;20;3;4.21;4.4;4.24;4.63;4.65;4.62;4.18;1
18942359;1;1;les Corts;Entire rental unit;Entire home/apt;5;1;3;4;58;3;976.4;163;34;2;4.74;4.83;4.75;4.78;4.8;4.78;4.57;1
18952363;1;1;la Barceloneta;Entire rental unit;Entire home/apt;2;1;1;1;100;32;140;7;1;0;5;4.71;4.43;4.71;5;5;4.57;0
18980901;1;1;el Guinardó;Private room in rental unit;Private room;2;1;1;3;64;31;60;184;7;0;4.95;4.96;4.99;4.98;4.99;4.8;4.88;0
19011241;0;1;les Corts;Entire rental unit;Entire home/apt;6;1;2;4;103;4;1125;129;17;1;4.56;4.61;4.67;4.51;4.77;4.58;4.41;1
19536692;0;1;Sant Antoni;Entire rental unit;Entire home/apt;3;1.5;2;3;86;4.9;1125;137;31;2;4.34;4.5;4.33;4.67;4.62;4.74;4.23;1
19536693;0;1;Sant Antoni;Entire rental unit;Entire home/apt;6;1.5;4;6;117;4.9;1125;77;16;2;4.21;4.48;4.43;4.61;4.57;4.78;4.18;1
19536695;0;1;Sant Antoni;Entire rental unit;Entire home/apt;6;2;4;5;113;4.9;1125;54;2;0;4.39;4.52;4.54;4.7;4.7;4.76;4.35;1
19536698;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;4;1;3;6;123;4.9;1125;168;15;2;4.42;4.55;4.54;4.71;4.71;4.75;4.43;1
19536699;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;5;1;2;5;124;4.8;1125;92;23;1;4.86;4.9;4.9;4.91;4.9;4.95;4.78;1
19536700;0;1;Sant Antoni;Entire rental unit;Entire home/apt;6;2;4;5;117;4.9;1125;76;2;0;4.26;4.46;4.47;4.79;4.72;4.78;4.3;1
19536701;0;1;el Fort Pienc;Entire rental unit;Entire home/apt;4;1;2;3;101;4.9;1125;73;9;0;4.44;4.59;4.38;4.64;4.64;4.82;4.16;1
19536704;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;3;1;3;4;98;4.9;1125;110;26;2;4.42;4.59;4.46;4.75;4.75;4.86;4.35;1
19536705;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;5;1;2;3;93;4.9;1125;54;2;0;4.41;4.41;4.5;4.57;4.7;4.7;4.26;1
19028982;1;1;la Vila de Gràcia;Entire serviced apartment;Entire home/apt;8;3;4;6;373;3;6;580;123;6;4.92;4.92;4.93;4.95;4.92;4.94;4.8;1
19043388;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;2;2;3;196;4.5;1125;70;25;0;4.84;4.9;4.86;4.74;4.9;4.97;4.74;0
19048512;1;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;5;1;2;5;129;28;1125;45;5;0;4.7;4.77;4.75;4.91;4.86;4.66;4.57;0
19053607;0;1;el Poble Sec;Entire rental unit;Entire home/apt;4;1;1;2;95;3;1125;297;42;1;4.88;4.9;4.85;4.93;4.96;4.8;4.68;0
19053950;0;1;la Verneda i la Pau;Private room in rental unit;Private room;3;1;1;3;40;29.8;365;8;0;0;4.75;4.63;4.88;5;4.88;5;5;0
19536711;0;1;el Poble Sec;Entire rental unit;Entire home/apt;5;1;3;3;105;4.9;1125;61;5;1;4.44;4.54;4.34;4.64;4.51;4.66;4.33;1
19536715;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;2;1;1;2;90;4.9;1125;26;10;3;4.35;4.23;4.5;4.69;4.77;4.85;4.31;1
19536717;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;3;1;1;2;88;4.9;1125;96;17;3;4.25;4.29;4.3;4.76;4.69;4.81;4.02;1
19536718;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;3;1;1;2;103;4.9;1125;107;27;2;4.39;4.36;4.48;4.84;4.71;4.79;4.17;1
19536720;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;3;1;1;2;84;4.9;1125;93;12;1;4.2;4.32;4.16;4.67;4.68;4.85;4.12;1
19553493;1;1;Sant Pere, Santa Caterina i la Ribera;Entire condo;Entire home/apt;3;1;2;2;55;32;270;26;4;0;4.81;4.62;4.62;4.88;4.85;5;4.5;0
19559005;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;2;3;5;146;4.7;1125;224;48;2;4.92;4.96;4.95;4.91;4.98;4.9;4.78;0
19563158;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;1;2;2;94;4;180;231;26;1;4.8;4.82;4.88;4.88;4.93;4.83;4.69;0
19060476;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;8;2;3;3;134;3;365;233;59;1;4.86;4.83;4.85;4.96;4.97;4.93;4.73;1
19114185;1;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;4;1;2;4;130;28;1125;48;4;0;4.75;4.85;4.77;4.9;4.83;4.56;4.54;0
19130455;1;1;Horta;Entire guest suite;Entire home/apt;2;1;1;1;30;32;1125;30;6;0;4.63;4.87;4.8;5;4.97;4.63;4.57;1
19567353;0;1;la Vila de Gràcia;Entire loft;Entire home/apt;4;1;2;1;142;3;31;51;12;0;4.41;4.59;4.49;4.37;4.71;4.98;4.25;0
19572717;0;1;Sant Antoni;Entire rental unit;Entire home/apt;3;1;2;2;71;32;1125;6;0;0;4.17;5;4.5;4.67;4.33;4.67;3.83;0
19584104;0;1;la Sagrada Família;Private room in condo;Private room;1;1;1;1;35;27.9;365;18;5;0;4.61;4.83;4.72;4.94;5;4.89;4.56;0
19608337;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;2;1;1;1;105;4;60;33;0;0;4.15;4.5;4.06;4.47;4.55;4.44;4.31;0
19145671;0;1;la Verneda i la Pau;Private room in rental unit;Private room;2;1;2;1;85;29.8;100;4;0;0;4.25;3.5;5;5;5;4;4.25;0
19147659;0;1;Sant Andreu;Entire home;Entire home/apt;14;3.5;4;4;1580;2;30;7;0;0;5;4.57;4.86;4.86;4.71;3.57;4.57;1
19170398;1;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;4;1;2;4;124;28;1125;46;5;0;4.63;4.76;4.8;4.8;4.7;4.27;4.22;0
19191171;1;1;la Vila de Gràcia;Entire serviced apartment;Entire home/apt;4;1.5;1;2;355;3;6;13;0;0;4.92;4.85;4.85;5;5;4.92;4.75;1
19193802;1;1;la Dreta de l'Eixample;Entire condo;Entire home/apt;7;2;4;6;299;3;366;250;50;1;4.96;4.96;4.99;4.98;4.99;4.96;4.85;1
19617586;0;1;Torre Baró;Private room in home;Private room;6;2;3;3;262;32;1125;27;0;0;4.56;4.56;4.37;4.85;4.81;4.19;4.62;0
19652810;0;1;la Vila de Gràcia;Private room in rental unit;Private room;2;1;1;1;68;2;30;67;6;0;4.54;4.59;4.24;4.76;4.85;4.83;4.41;0
19201959;1;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;4;1;2;4;124;28;1125;47;4;0;4.66;4.66;4.83;4.82;4.72;4.71;4.59;0
19221465;0;1;Sants;Private room in rental unit;Private room;2;0;1;1;1124;15;29;1;0;0;4;4;5;5;4;5;4;1
19225120;0;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;1;1;1;2;50;31.5;365;3;0;0;4.67;4.67;4.33;4.67;5;4.67;4.33;0
19652973;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;2;2;3;158;4;1125;136;33;2;4.77;4.81;4.75;4.85;4.9;4.92;4.56;0
19653211;1;1;el Besòs i el Maresme;Private room in rental unit;Private room;1;2;1;1;18;30;1125;18;3;0;4.89;4.94;4.44;4.67;5;4.83;4.78;0
19673387;0;1;el Poble Sec;Entire rental unit;Entire home/apt;2;1;1;2;82;32;1125;19;3;1;4.95;4.95;4.89;5;4.95;4.89;4.68;0
19239896;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;5;1;4;4;85;4.9;1125;200;33;1;4.64;4.71;4.7;4.73;4.84;4.9;4.54;0
19265548;1;1;l'Antiga Esquerra de l'Eixample;Private room in rental unit;Private room;1;1;1;1;30;32;360;206;1;0;4.82;4.89;4.65;4.94;4.96;4.87;4.79;0
19278720;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;1;4;4;85;4.9;1125;265;46;1;4.73;4.79;4.77;4.83;4.85;4.89;4.61;1
19280134;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;1;3;3;110;4.9;1125;251;41;1;4.72;4.74;4.64;4.81;4.77;4.96;4.6;1
19673868;0;1;la Dreta de l'Eixample;Private room in rental unit;Private room;2;1;1;1;15;10;92;90;0;0;4.4;4.58;4.4;4.66;4.39;4.92;4.54;0
19688249;1;1;el Camp de l'Arpa del Clot;Entire townhouse;Entire home/apt;8;3.5;3;6;122;4.4;300;284;41;2;4.9;4.93;4.9;4.96;4.98;4.63;4.81;0
19280939;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;6;1;4;4;85;4.9;1125;277;41;3;4.66;4.74;4.66;4.79;4.81;4.89;4.62;1
19304849;0;1;la Barceloneta;Entire place;Entire home/apt;2;1;1;2;55;32;1125;14;7;0;4.93;5;4.93;5;5;5;4.64;0
19311895;0;1;el Carmel;Private room in rental unit;Private room;2;1;1;1;38;1;3;85;48;2;4.65;4.67;4.68;4.75;4.71;4.56;4.51;0
